irz,beta_s,beta_d,T_d
159.0,-2.917700374119125,1.5558151769289301,19.926194921648566
160.0,-3.0721476129035854,1.5747890379108889,19.98416648950866
161.0,-3.053410631314817,1.6165210129634418,19.38032623983044
162.0,-2.9271184197190045,1.5383872119082114,21.57002735076216
163.0,-2.9615630210573873,1.5960209771307696,18.44523044940982
164.0,-3.024744551137567,1.542651065710619,22.72964208082624
165.0,-2.904856166601186,1.5334379156271558,22.497557406432634
166.0,-2.936224917427803,1.6601503385184089,17.072188385920807
167.0,-2.8191229077951263,1.5002256001314886,22.197417308438034
168.0,-3.0086741707642677,1.5859113334234378,20.756032683413807
169.0,-2.801262795302735,1.5196023542112447,20.887236942657232
170.0,-3.0336189505276616,1.5839956722919688,18.283929188247228
171.0,-2.884860776573313,1.5793126574208043,21.333607614265453
172.0,-3.0404496306221853,1.5874959518860248,18.779922386562177
173.0,-2.892979316700365,1.5804351569711834,19.827468114682027
174.0,-2.8563495948723365,1.5754717364185615,20.67888191518783
175.0,-2.942161407130512,1.517559510265789,22.23865564993178
176.0,-3.0183028453092087,1.58758844690881,19.37206619887283
177.0,-3.124759862592933,1.5862763503863526,19.169653374483218
178.0,-3.0697436954507133,1.5568320176354011,19.968923147400396
179.0,-2.9517025070391547,1.6333100470076438,16.81954422626733
180.0,-3.1028119837005663,1.5846021788678126,19.84399112220307
181.0,-2.9633287599087987,1.5558622337062726,20.44861872693753
182.0,-2.9291965882389395,1.5001297725649523,24.328765171122647
183.0,-2.964327858712071,1.5876947737797167,19.248301667257905
184.0,-2.9137307999951556,1.6343970251709685,17.793852457144034
185.0,-2.888700870699915,1.5242641784169453,21.51901632680172
186.0,-3.038073333656098,1.5738050031842035,19.112545289608107
187.0,-2.9569828557510327,1.5406505560436932,22.771164967962136
188.0,-2.9998670812293,1.5028683818138444,21.5778096890742
189.0,-3.0044225893190593,1.5474634081132788,21.229856322703263
190.0,-2.9110357130885203,1.5337279002540884,21.425161796221623
191.0,-3.010469909484331,1.539987868307625,20.033815642021544
192.0,-2.8403470286299624,1.56154220465945,21.63192082579666
193.0,-2.9854318350367297,1.6565113233661846,17.292383125751304
194.0,-3.013010567426382,1.640683099335254,17.220872527992753
195.0,-2.9769692852494583,1.504550048731407,22.714901611875995
196.0,-2.9052828657636436,1.6002745463196126,18.66856788688662
197.0,-2.9378541657383317,1.5797855489034713,21.622200019813597
198.0,-2.871129224443255,1.5546462457395065,21.177822165428033
199.0,-3.006518820763143,1.8167609094198938,12.191117684743121
200.0,-2.8653480539127703,1.5812888766320894,19.72218953478243
201.0,-2.9399366557263846,1.4917515757889892,22.164477606368315
202.0,-2.991151429332556,1.618358240339275,18.71138449653658
203.0,-2.9574424802081216,1.56832448693913,19.05976604324234
204.0,-3.0035294282803346,1.5073305015630374,21.96432926050793
205.0,-2.830248740872367,1.5509548074927546,20.391696595625465
206.0,-2.95028246218384,1.5265089047860414,21.341442331154298
207.0,-3.041867401736006,1.5236720090877445,21.903748698641124
208.0,-2.8757713146571633,1.5304424514041521,21.931191959688732
209.0,-2.9664111910603195,1.5968790054853002,20.22163898103623
210.0,-2.998735663515076,1.7286884582092465,14.587102533135928
211.0,-3.0480754054134334,1.5357773584472514,21.277602688340437
212.0,-2.8579895759549148,1.556267316745727,21.63289886402592
213.0,-2.9355759885866686,1.5429985763151937,19.61849496556146
214.0,-3.0637874623466397,1.5317198480157703,22.790823343324178
215.0,-2.8865030876684408,1.6553710911946755,16.73255997918132
216.0,-2.9757097488294555,1.5928290099761988,20.274245958717707
217.0,-3.189372389101964,1.5427912976483855,20.214249210952367
218.0,-3.118813253722504,1.641945764639439,16.78314580009757
219.0,-3.170596886665218,1.5831658674269833,18.387734190924053
220.0,-2.861998723570503,1.5648421305002884,19.11624939721185
221.0,-2.9735084185785134,1.5208574897368181,21.38884052544501
222.0,-2.9431420491119527,1.5112584310253194,22.793580539075236
223.0,-2.9523736450775253,1.5606432000039385,20.913191262564915
224.0,-2.9006193720274127,1.567686323892672,20.965294341009475
225.0,-2.9730024775361774,1.6149628420811528,19.727023556622022
226.0,-2.998845536574337,1.6304133372313636,19.154666890690795
227.0,-3.022140950227389,1.5281595090586972,21.721852901287207
228.0,-3.12207526221935,1.596794499229036,18.458032489626945
229.0,-3.0939799694968166,1.5091084924979565,22.556313114447995
230.0,-3.007100241184234,1.631655945693415,18.427632285045334
231.0,-2.8981884781871647,1.584141027560489,21.032525366699353
232.0,-2.82041984548156,1.6594692394263015,16.601717425870707
233.0,-2.9944682796008246,1.5026497091722608,22.883490663826862
234.0,-2.9603718478164414,1.6063532096449509,19.105388784040628
235.0,-3.16101606917443,1.6005990240429822,18.880156177012005
236.0,-3.1168792059771278,1.5630211129198046,19.677394770730345
237.0,-2.9812252350962134,1.5231383238278573,21.5292062299624
238.0,-2.9651216280464205,1.5804991715051167,19.457682392403846
239.0,-3.000240131599374,1.5356429307593402,21.92629838440057
240.0,-2.990514918945686,1.5574946252967454,19.237038991462178
241.0,-3.080515241016091,1.517757081713384,22.5527047011846
242.0,-3.0007871589865265,1.5660533471119855,19.063293028922608
243.0,-2.961013983874791,1.765936549951329,14.112423172718692
244.0,-2.8962674898187135,1.6047480287074904,18.289959381793974
245.0,-3.062391335138371,1.6355004223831404,17.685725104332505
246.0,-2.90677049199643,1.5648169446594598,21.20703969490986
247.0,-2.894235386574433,1.542007341092726,20.3250244144924
248.0,-3.0261488763348674,1.5017853497975127,21.92643613192229
249.0,-2.9103594641963917,1.6552133318384943,16.01302753187469
250.0,-2.946252113058816,1.6038791492504854,18.639564074783376
251.0,-3.0757411063284743,1.680374084293144,14.824683457557796
252.0,-2.9688329664577724,1.6494416400037988,15.93863469610944
253.0,-2.8530849397217484,1.6442229014580676,18.046229189030857
254.0,-2.931626213162396,1.5595389001823636,22.17625927418702
255.0,-2.8846581540489353,1.5397015555379099,21.293898882933505
256.0,-2.7793989108597867,1.6411290459691785,16.88942385406158
257.0,-2.968564837876569,1.5223178087031375,22.453952854756054
258.0,-2.8635224793918015,1.6731817610843012,16.558140738740896
259.0,-2.982310058068544,1.6278644274143867,17.775492160731027
260.0,-3.0682419798421785,1.605969793997833,18.581500744380296
261.0,-2.9595790526586314,1.5296833891033395,22.953948392466657
262.0,-2.8187363431939567,1.6210843369787837,17.108595698288884
263.0,-2.7792343832345776,1.6235186156318453,17.891301023267765
264.0,-2.9346129535172993,1.6868211023085742,16.589691780891684
265.0,-2.953264584011081,1.588451929658694,19.72880090089424
266.0,-2.993373303286376,1.5671257652265487,19.44131554568394
267.0,-2.9471266012773496,1.5459929397193304,20.676363314072113
268.0,-3.009910751409072,1.5796757612357775,18.750293601300044
269.0,-2.905130909435331,1.514578142578211,21.53484338592395
270.0,-2.853545695194356,1.5919667794394066,18.74155952102037
271.0,-3.0850455541977078,1.5516533808129627,21.861326784551256
272.0,-2.8686822961157024,1.5678943204321396,18.33248067057679
273.0,-2.762202553909708,1.7151157454533532,14.215159478035307
274.0,-3.0719755495374983,1.4924131339337814,22.336869442105694
275.0,-3.0173596367269586,1.5859086213422908,19.139136712503944
276.0,-3.1181887550556704,1.655326131728333,16.051722362822833
277.0,-3.02284167129113,1.5095531021635218,22.87835196594411
278.0,-2.935387409211851,1.5500175966751066,21.46035943191007
279.0,-2.9213436135960755,1.5701096798743754,22.094846631334196
280.0,-2.9281116392639,1.5729842646265926,20.29009488896976
281.0,-2.9612617741499556,1.5434691909892186,21.366173679606064
282.0,-2.9107236401216547,1.5810649297956019,18.854366141055156
283.0,-3.1021956087584375,1.6711116151602607,15.886518414722303
284.0,-3.121895559990276,1.5979791183539533,19.162561173667036
285.0,-2.844073674946708,1.5012773305071527,23.366767310066663
286.0,-2.9270555107451965,1.5441594258205034,21.618868212240294
287.0,-2.9977473395217142,1.5964822510788905,18.303762287190498
288.0,-2.874591376075826,1.5933319947149418,20.108639487420234
289.0,-2.9846150868737187,1.6473868739996074,17.357955409104456
290.0,-2.936314186764337,1.565212651820842,20.188607901274345
291.0,-3.05298722579909,1.5230557416878185,22.905267198609625
292.0,-2.9971599859368583,1.5668595545934079,20.647420084566434
293.0,-2.8703378933997143,1.6331280650094318,17.464498461972994
294.0,-3.045531784218885,1.5804069701826404,20.25068428730905
295.0,-2.860013080208277,1.5918312902702099,18.11989304532576
296.0,-3.0727624912308293,1.5523054125325308,19.58365159996498
297.0,-3.033746162057552,1.5834593366815164,20.51481573986234
298.0,-2.9989292005994117,1.5958486345631244,18.729147461184375
299.0,-3.043296586441083,1.5362692103724491,21.318287578223792
300.0,-2.9307094286803768,1.5632879699664164,20.350328433037042
301.0,-3.0636899256143293,1.6485952518107,16.681305608295407
302.0,-2.9881778358173046,1.586185278233478,18.26139840009965
303.0,-3.084096546841574,1.632046621460466,17.575138448734833
304.0,-2.8903077288793106,1.536823546720218,21.324565514616683
305.0,-2.7841510478280562,1.5252989641714954,20.984484968459828
306.0,-3.025017231757797,1.5841604809231682,17.675881612262575
307.0,-3.0424584078342933,1.5792041400567607,20.056242040293043
308.0,-2.9629191329983016,1.5581070333978908,20.454539853233292
309.0,-2.993115455127614,1.5427266707833804,20.959761010656738
310.0,-2.9658317455941736,1.5785673747325293,19.22946308960626
311.0,-2.825001644742008,1.5363983748678964,21.367461004772103
312.0,-2.9462803946493965,1.5252414124382583,20.85403002776529
313.0,-3.0288077624996257,1.5949633266388403,20.4237931437427
314.0,-2.9456455851966705,1.4901757847071337,22.88253266457894
315.0,-2.948030793279245,1.915006158639713,10.717571238393482
316.0,-2.8826569793828805,1.5710637645796806,20.529503259726834
317.0,-3.0607489250527036,1.5101261106603587,23.781453693530445
318.0,-2.994542549459516,1.5690636829899938,20.71750979815362
319.0,-2.9930194075250793,1.5772144920986944,19.2457683109014
320.0,-2.9391983916522553,1.5476030248599009,21.463053994493585
321.0,-2.8823960837147498,1.5924098451345348,19.92092844815933
322.0,-3.049984160468121,1.6098282359220533,20.320564281945455
323.0,-2.9984802748729433,1.5902630243569267,19.28651223393178
324.0,-3.0388867370917527,1.5386511347463716,22.371747235178095
325.0,-2.9561489644372974,1.705972996654148,15.100891373685318
326.0,-2.9774382811240434,1.6056687553032711,19.709497046826172
327.0,-2.999827577473667,1.6236245219589034,17.008285438503524
328.0,-2.954213813006983,1.527255460268104,23.19003715155022
329.0,-2.966858024363958,1.553535075340632,21.30428934401207
330.0,-2.8715754469389267,1.5552360295896215,22.305547938637517
331.0,-2.828558084900508,1.53360679129038,23.133242798923845
332.0,-3.0295648273135907,1.531668374546616,20.400380439897603
333.0,-2.894274557919946,1.5441313387393794,20.82594860847578
334.0,-3.0361259793896633,1.5801570823450013,18.897974417453668
335.0,-2.894445270418685,1.5476934049926379,21.24714469422082
336.0,-3.0549411787544174,1.530003306339983,22.7729435101107
337.0,-2.9838645429901076,1.638514359439844,17.36734874834868
338.0,-2.967444682379723,1.5944239191810363,18.77477987109694
339.0,-2.9241241745323547,1.531824222908374,23.428708369924472
340.0,-2.9638205716632076,1.510436618958628,22.7788734139396
341.0,-2.953437172741549,1.6215012010178729,17.083760548762147
342.0,-2.9754680835571996,1.6118661789237425,19.448084737626036
343.0,-3.0501965806465536,1.5880310976227652,20.162780919140815
344.0,-2.982121566213425,1.5402053592813276,20.87654517289979
345.0,-2.979188029843839,1.5568782812301027,19.81772507749887
346.0,-2.9845310714683615,1.477749501453824,22.785658928506713
347.0,-2.846611025190164,1.545443627279049,23.056566246511245
348.0,-2.911649655659616,1.650904249693936,17.711530627753035
349.0,-2.924160966424342,1.5837167601917361,20.18183402870965
350.0,-3.0055649092802423,1.6033187186967468,18.698532777274128
351.0,-2.99337612608432,1.5717764375286412,20.43712740904269
352.0,-2.990013333908408,1.5461911099083392,20.54724166623166
353.0,-3.0308720334856702,1.5647377924522543,20.688188692202957
354.0,-2.978174191912958,1.5242963406281107,22.035577823003425
355.0,-3.184837420414776,1.7189204087678818,14.734794658478572
356.0,-2.9623140483799215,1.5604141354536503,19.54616172420656
357.0,-2.9961026246486986,1.5368888691348368,21.685410239350453
358.0,-2.923510200495999,1.5501136566713885,21.72351125716544
359.0,-2.976916120851698,1.505355440735777,22.505650820744755
360.0,-2.993140900873277,1.5809465735669666,21.138027825171992
361.0,-3.008171007056478,1.5520131230730811,20.3526439016727
362.0,-3.0583000945963725,1.6076799029410873,17.68715483692312
363.0,-2.9187310539687195,1.556270741930166,20.14222504103359
364.0,-2.921604110304469,1.575185871053046,20.22586872044908
365.0,-3.0718584713733073,1.701947738254292,15.17307902157917
366.0,-3.023982941533618,1.6288474226617726,17.1651918818241
367.0,-2.8930240099221125,1.6053083799947472,17.722050543284425
368.0,-2.9456102897158223,1.6026526436198485,19.291341133072063
369.0,-2.9950851668569953,1.5548996336999947,22.19285644090967
370.0,-2.967437383993176,1.5489684889488626,19.964083183347675
371.0,-2.9708593483764476,1.5694547043098828,20.829560440995525
372.0,-2.9213603198556126,1.5102157363369673,21.98082662324215
373.0,-3.2546235984400895,1.5797561827299416,20.380842672047596
374.0,-2.8447757211322333,1.5497127785965965,19.937929681837538
375.0,-2.8957113442622497,1.5374850235398512,20.248245399563366
376.0,-2.896678507627052,1.5816715756487423,19.792857361665938
377.0,-2.8909868561734684,1.5811390166697596,19.40973740631192
378.0,-3.0644989890045395,1.6383846339092154,16.97099747249179
379.0,-3.238783264196538,1.552901995526953,21.24330716342948
380.0,-2.83873820146088,1.7130012829368957,14.363993207989928
381.0,-2.8621721959566155,1.6624647567455615,16.403808978267428
382.0,-2.897528013699143,1.5597576287956803,19.813512764693087
383.0,-2.922747201967335,1.6684541106235216,16.11866062190865
384.0,-3.0032495959456167,1.5188254972703654,21.896808669734696
385.0,-2.79920363190024,1.5810884702880919,19.873914096842018
386.0,-2.8600623828034513,1.5471642654609092,20.78130786847158
387.0,-3.1159691733887844,1.6637231527900962,16.726335512546886
388.0,-3.003462843361803,1.5318002631352006,21.901765464236025
389.0,-2.948075087489628,1.5263197623603149,22.477361711806953
390.0,-2.8961585121610387,1.571038215754315,20.66959774806497
391.0,-2.9039926049190834,1.5550745971762343,20.08433577841221
392.0,-3.10074939400348,1.523610467429919,20.562431772944894
393.0,-3.024185009149479,1.5929756010255194,18.027430105008293
394.0,-3.0846295823845638,1.61069181952529,18.542133442771764
395.0,-2.852368801484901,1.527057656987748,22.519413469308375
396.0,-3.067271743550596,1.6165623259217816,18.955212161401743
397.0,-2.95889574703006,1.6619880456226712,15.544544976801598
398.0,-2.981407871553011,1.5480954949087242,19.121822650875828
399.0,-2.9157803670446705,1.5419539146841406,20.061204564784873
400.0,-3.1235249494058626,1.5826658369525126,19.83586551507
401.0,-2.9629975893424394,1.5634517725652217,20.18794686945141
402.0,-2.858862833006752,1.572605416124146,20.123451575814777
403.0,-2.970438907853769,1.5286397471033066,21.833626881406992
404.0,-3.073803863071457,1.6335267700281082,18.48809092346562
405.0,-2.963423047272745,1.5962720904409287,19.595165032274416
406.0,-3.0090546393724855,1.5813777382500587,19.363203982801682
407.0,-2.9952597270602177,1.5359212121617718,21.27648174712062
408.0,-2.797967533020337,1.588215707131965,19.330884983197443
409.0,-2.9995987579736423,1.501201703676037,22.807409082028265
410.0,-2.973340770002796,1.5527059224039301,19.646335389422187
411.0,-2.945817250670107,1.5592242187621772,21.625727993910203
412.0,-2.8116664244380196,1.6054615846133675,19.101308349639957
413.0,-3.2583419767387136,1.552597637060534,20.695740477170823
414.0,-3.0742879689407028,1.557154384045499,21.82646998471042
415.0,-2.9320910455994005,1.5419362548408047,19.846352475262083
416.0,-3.028075936787471,1.632082569584201,17.038475406382517
417.0,-2.9450213351211,1.5413473485602787,19.45106216850221
418.0,-3.107281022345698,1.5131251380995887,22.032038308790238
419.0,-2.9166821153278706,1.5580968789874006,20.62537221681005
420.0,-2.988591738840488,1.581633833595736,19.151121554910976
421.0,-2.829655433125783,1.5662820435394362,20.839862194225596
422.0,-2.9133778954208243,1.5286264384539694,22.817291921630876
423.0,-2.932496617799638,1.6557202115468135,16.940244799065695
424.0,-2.9644251860001134,1.554577724139204,20.586257558952504
425.0,-2.9696461800430383,1.558222755985046,21.349146099858075
426.0,-2.8488493402392607,1.5932516845889801,19.064613120899324
427.0,-2.938138446152916,1.5465661439466474,21.24925857085366
428.0,-2.859295669257352,1.5273912521497028,20.9942464693332
429.0,-3.1018266380939434,1.5686256308491138,20.097852719029497
430.0,-2.810323148794035,1.6246950135227407,17.856331929765226
431.0,-3.0234364547858825,1.5783336181072847,19.27946651509031
432.0,-2.8570607560481656,1.5493087894349094,21.179982291457545
433.0,-2.9900532064818326,1.5994286636673025,18.184325475981755
434.0,-2.920793188262757,1.5243437050484059,21.65019741660305
435.0,-2.9560607842863966,1.5301252784472732,22.75803590896124
436.0,-2.917796042952457,1.5660617710906206,22.05821592404505
437.0,-2.8024522818010063,1.529086162917816,21.41381356484151
438.0,-3.073937197326862,1.526288881011367,22.67783631887839
439.0,-3.0408940872343004,1.7413137560276528,14.344870001748298
440.0,-3.0690857120999167,1.5731743298274594,19.352147371526605
441.0,-2.983396320117514,1.5529318914715262,21.670138933534986
442.0,-3.049963351268868,1.5853294961561324,18.85898453581104
443.0,-3.0428637269909378,1.8749768911420985,11.392906857233129
444.0,-2.8391553307689787,1.6692190143668388,17.547811369570116
445.0,-2.9697777612242917,1.5376758958661825,20.534897250229147
446.0,-2.878404690523549,1.5648123194713908,19.90003866639062
447.0,-3.036185813286148,1.5679120711847725,19.096445908368022
448.0,-2.935732800637134,1.6370365188869702,17.220413052417996
449.0,-3.050293128038412,1.520509989642699,21.820259757175524
450.0,-3.092096999220937,1.5157419202161093,22.96816640968355
451.0,-3.0352654901306106,1.5244218026996121,21.91250324710039
452.0,-3.107385462225042,1.6967160942701236,15.805887686102508
453.0,-2.958693403560912,1.6122580374360684,18.325327271837477
454.0,-2.859268786875546,1.5688761193766667,19.38033385978365
455.0,-3.027080685948981,1.5226824082384685,22.688649904862373
456.0,-2.9906398762294826,1.6053511701921572,19.51380917567744
457.0,-3.034226363187483,1.585834952392973,20.742773177542
458.0,-2.8199732768450283,1.5199883970476407,21.259931661564195
